replicate,draw_slot,source_iso3,seed,country_count
16,56,SVN,20260830,63
16,57,NGA,20260830,63
16,58,MYS,20260830,63
16,59,CHL,20260830,63
16,60,USA,20260830,63
16,61,HUN,20260830,63
16,62,MAR,20260830,63
16,63,JPN,20260830,63
17,1,CHN,20260830,63
17,2,KEN,20260830,63
17,3,NZL,20260830,63
17,4,IRL,20260830,63
17,5,IND,20260830,63
17,6,MYS,20260830,63
17,7,FIN,20260830,63
17,8,GRC,20260830,63
17,9,MYS,20260830,63
17,10,ISL,20260830,63
17,11,MUS,20260830,63
17,12,NAM,20260830,63
17,13,TUR,20260830,63
17,14,PAK,20260830,63
17,15,ITA,20260830,63
17,16,CIV,20260830,63
17,17,THA,20260830,63
17,18,CHL,20260830,63
17,19,BEL,20260830,63
17,20,NAM,20260830,63
17,21,SWE,20260830,63
17,22,CHN,20260830,63
17,23,DNK,20260830,63
17,24,CZE,20260830,63
17,25,CAN,20260830,63
17,26,RUS,20260830,63
17,27,PAK,20260830,63
17,28,IRL,20260830,63
17,29,KAZ,20260830,63
17,30,MYS,20260830,63
17,31,KOR,20260830,63
17,32,THA,20260830,63
17,33,HKG,20260830,63
17,34,MUS,20260830,63
17,35,PHL,20260830,63
17,36,ISR,20260830,63
17,37,CHN,20260830,63
17,38,MEX,20260830,63
17,39,ZAF,20260830,63
17,40,ROU,20260830,63
17,41,ESP,20260830,63
17,42,HUN,20260830,63
17,43,IDN,20260830,63
17,44,HKG,20260830,63
17,45,IND,20260830,63
17,46,POL,20260830,63
17,47,MUS,20260830,63
17,48,TUR,20260830,63
17,49,CZE,20260830,63
17,50,KAZ,20260830,63
17,51,MEX,20260830,63
17,52,DEU,20260830,63
17,53,PRT,20260830,63
17,54,CZE,20260830,63
17,55,EGY,20260830,63
17,56,RUS,20260830,63
17,57,ISL,20260830,63
17,58,HRV,20260830,63
17,59,FIN,20260830,63
17,60,IDN,20260830,63
17,61,GRC,20260830,63
17,62,LTU,20260830,63
17,63,VNM,20260830,63
18,1,HRV,20260830,63
18,2,NOR,20260830,63
18,3,TWN,20260830,63
18,4,SRB,20260830,63
18,5,FRA,20260830,63
18,6,LTU,20260830,63
18,7,KAZ,20260830,63
18,8,ISL,20260830,63
18,9,IDN,20260830,63
18,10,SRB,20260830,63
18,11,DEU,20260830,63
18,12,CAN,20260830,63
18,13,SVK,20260830,63
18,14,NZL,20260830,63
18,15,MAR,20260830,63
18,16,SGP,20260830,63
18,17,MEX,20260830,63
18,18,SGP,20260830,63
18,19,GBR,20260830,63
18,20,HKG,20260830,63
18,21,MEX,20260830,63
18,22,SRB,20260830,63
18,23,AUS,20260830,63
18,24,KEN,20260830,63
18,25,BRA,20260830,63
18,26,COL,20260830,63
18,27,CHE,20260830,63
18,28,HKG,20260830,63
18,29,HUN,20260830,63
18,30,MAR,20260830,63
18,31,SRB,20260830,63
18,32,JPN,20260830,63
18,33,HKG,20260830,63
18,34,USA,20260830,63
18,35,ESP,20260830,63
18,36,ROU,20260830,63
18,37,MUS,20260830,63
18,38,LTU,20260830,63
18,39,JPN,20260830,63
18,40,TWN,20260830,63
18,41,GBR,20260830,63
18,42,KOR,20260830,63
18,43,CHN,20260830,63
18,44,NZL,20260830,63
18,45,IRL,20260830,63
18,46,NZL,20260830,63
18,47,NZL,20260830,63
18,48,MUS,20260830,63
18,49,IRL,20260830,63
18,50,NAM,20260830,63
18,51,ROU,20260830,63
18,52,SGP,20260830,63
18,53,HRV,20260830,63
18,54,DNK,20260830,63
18,55,TWN,20260830,63
18,56,LTU,20260830,63
18,57,GRC,20260830,63
18,58,CHL,20260830,63
18,59,SVK,20260830,63
18,60,CIV,20260830,63
18,61,NOR,20260830,63
18,62,SVK,20260830,63
18,63,NAM,20260830,63
19,1,ZAF,20260830,63
19,2,CHN,20260830,63
19,3,USA,20260830,63
19,4,ESP,20260830,63
19,5,RUS,20260830,63
19,6,SRB,20260830,63
19,7,SVN,20260830,63
19,8,CHN,20260830,63
19,9,BGD,20260830,63
19,10,DEU,20260830,63
19,11,GRC,20260830,63
19,12,NLD,20260830,63
19,13,BGD,20260830,63
19,14,ROU,20260830,63
19,15,BGD,20260830,63
19,16,HKG,20260830,63
19,17,DNK,20260830,63
19,18,ISL,20260830,63
19,19,FRA,20260830,63
19,20,IND,20260830,63
19,21,BRA,20260830,63
19,22,KAZ,20260830,63
19,23,NLD,20260830,63
19,24,IRL,20260830,63
19,25,ITA,20260830,63
19,26,KAZ,20260830,63
19,27,TUR,20260830,63
19,28,TWN,20260830,63
19,29,DEU,20260830,63
19,30,NZL,20260830,63
19,31,EGY,20260830,63
19,32,RUS,20260830,63
19,33,SVK,20260830,63
19,34,NZL,20260830,63
19,35,DEU,20260830,63
19,36,BGD,20260830,63
19,37,ZAF,20260830,63
19,38,IND,20260830,63
19,39,ZMB,20260830,63
19,40,TWN,20260830,63
19,41,MUS,20260830,63
19,42,SWE,20260830,63
19,43,FRA,20260830,63
19,44,ISL,20260830,63
19,45,SRB,20260830,63
19,46,BRA,20260830,63
19,47,AUT,20260830,63
19,48,MAR,20260830,63
19,49,GBR,20260830,63
19,50,MUS,20260830,63
19,51,LTU,20260830,63
19,52,NGA,20260830,63
19,53,LTU,20260830,63
19,54,IRL,20260830,63
19,55,PHL,20260830,63
19,56,NLD,20260830,63
19,57,ROU,20260830,63
19,58,IRL,20260830,63
19,59,THA,20260830,63
19,60,CHE,20260830,63
19,61,DEU,20260830,63
19,62,POL,20260830,63
19,63,MYS,20260830,63
20,1,KEN,20260830,63
20,2,VNM,20260830,63
20,3,KOR,20260830,63
20,4,CAN,20260830,63
20,5,SVN,20260830,63
20,6,NLD,20260830,63
20,7,ESP,20260830,63
20,8,BGD,20260830,63
20,9,HUN,20260830,63
20,10,GBR,20260830,63
20,11,ITA,20260830,63
20,12,THA,20260830,63
20,13,RUS,20260830,63
20,14,SVN,20260830,63
20,15,LTU,20260830,63
20,16,AUT,20260830,63
20,17,AUT,20260830,63
20,18,THA,20260830,63
20,19,BRA,20260830,63
20,20,ITA,20260830,63
20,21,CHE,20260830,63
20,22,CIV,20260830,63
20,23,VNM,20260830,63
20,24,HUN,20260830,63
20,25,IDN,20260830,63
20,26,KEN,20260830,63
20,27,MYS,20260830,63
20,28,CHL,20260830,63
20,29,IRL,20260830,63
20,30,MAR,20260830,63
20,31,CAN,20260830,63
20,32,SVK,20260830,63
20,33,SGP,20260830,63
20,34,CZE,20260830,63
20,35,ISL,20260830,63
20,36,NAM,20260830,63
20,37,IND,20260830,63
20,38,ZAF,20260830,63
20,39,TWN,20260830,63
20,40,NAM,20260830,63
20,41,NOR,20260830,63
20,42,AUT,20260830,63
20,43,IND,20260830,63
20,44,PRT,20260830,63
20,45,IRL,20260830,63
20,46,GBR,20260830,63
20,47,NAM,20260830,63
20,48,ISL,20260830,63
20,49,SVK,20260830,63
20,50,ZAF,20260830,63
20,51,SVK,20260830,63
20,52,MEX,20260830,63
20,53,GRC,20260830,63
20,54,BRA,20260830,63
20,55,HKG,20260830,63
20,56,GBR,20260830,63
20,57,SVN,20260830,63
20,58,COL,20260830,63
20,59,VNM,20260830,63
20,60,CZE,20260830,63
20,61,BEL,20260830,63
20,62,JPN,20260830,63
20,63,BRA,20260830,63
21,1,FIN,20260830,63
21,2,NLD,20260830,63
21,3,TUR,20260830,63
21,4,LKA,20260830,63
21,5,AUT,20260830,63
21,6,POL,20260830,63
21,7,BEL,20260830,63
21,8,HKG,20260830,63
21,9,JPN,20260830,63
21,10,SWE,20260830,63
21,11,ITA,20260830,63
21,12,UGA,20260830,63
21,13,CHN,20260830,63
21,14,ROU,20260830,63
21,15,ITA,20260830,63
21,16,IND,20260830,63
21,17,MEX,20260830,63
21,18,BGD,20260830,63
21,19,BEL,20260830,63
21,20,BEL,20260830,63
21,21,EGY,20260830,63
21,22,CAN,20260830,63
21,23,BRA,20260830,63
21,24,USA,20260830,63
21,25,CHN,20260830,63
21,26,ESP,20260830,63
21,27,PHL,20260830,63
21,28,SGP,20260830,63
21,29,JPN,20260830,63
21,30,ISL,20260830,63
21,31,NZL,20260830,63
21,32,PHL,20260830,63
21,33,VNM,20260830,63
21,34,MEX,20260830,63
21,35,FIN,20260830,63
21,36,JPN,20260830,63
21,37,ROU,20260830,63
21,38,EGY,20260830,63
21,39,EGY,20260830,63
21,40,RUS,20260830,63
21,41,FRA,20260830,63
21,42,ISR,20260830,63
21,43,CHL,20260830,63
21,44,EGY,20260830,63
21,45,COL,20260830,63
21,46,PRT,20260830,63
21,47,AUT,20260830,63
21,48,CHL,20260830,63
21,49,CHN,20260830,63
21,50,ESP,20260830,63
21,51,NOR,20260830,63
21,52,AUT,20260830,63
21,53,HUN,20260830,63
21,54,MUS,20260830,63
21,55,PRT,20260830,63
21,56,ISR,20260830,63
21,57,NAM,20260830,63
21,58,CZE,20260830,63
21,59,UGA,20260830,63
21,60,THA,20260830,63
21,61,CZE,20260830,63
21,62,NZL,20260830,63
21,63,BGD,20260830,63
22,1,CIV,20260830,63
22,2,AUT,20260830,63
22,3,TWN,20260830,63
22,4,AUT,20260830,63
22,5,VNM,20260830,63
22,6,PHL,20260830,63
22,7,ESP,20260830,63
22,8,NAM,20260830,63
22,9,SVK,20260830,63
22,10,TUR,20260830,63
22,11,LTU,20260830,63
22,12,PHL,20260830,63
22,13,SGP,20260830,63
22,14,SGP,20260830,63
22,15,SWE,20260830,63
22,16,DEU,20260830,63
22,17,PRT,20260830,63
22,18,SGP,20260830,63
22,19,HUN,20260830,63
22,20,IDN,20260830,63
22,21,KOR,20260830,63
22,22,NZL,20260830,63
22,23,HUN,20260830,63
22,24,GRC,20260830,63
22,25,KOR,20260830,63
22,26,SRB,20260830,63
22,27,EGY,20260830,63
22,28,EGY,20260830,63
22,29,IDN,20260830,63
22,30,CIV,20260830,63
22,31,BEL,20260830,63
22,32,NLD,20260830,63
22,33,MYS,20260830,63
22,34,SVN,20260830,63
22,35,AUT,20260830,63
22,36,PHL,20260830,63
22,37,GRC,20260830,63
22,38,HKG,20260830,63
22,39,ZAF,20260830,63
22,40,ISR,20260830,63
22,41,MUS,20260830,63
22,42,MYS,20260830,63
22,43,AUT,20260830,63
22,44,AUT,20260830,63
22,45,IND,20260830,63
22,46,BEL,20260830,63
22,47,UGA,20260830,63
22,48,SWE,20260830,63
22,49,BRA,20260830,63
22,50,BRA,20260830,63
22,51,COL,20260830,63
22,52,DEU,20260830,63
22,53,LKA,20260830,63
22,54,ISR,20260830,63
22,55,BGD,20260830,63
22,56,BEL,20260830,63
22,57,GBR,20260830,63
22,58,PRT,20260830,63
22,59,TWN,20260830,63
22,60,PHL,20260830,63
22,61,HKG,20260830,63
22,62,CZE,20260830,63
22,63,HKG,20260830,63
23,1,ISL,20260830,63
23,2,JPN,20260830,63
23,3,SVK,20260830,63
23,4,THA,20260830,63
23,5,ROU,20260830,63
23,6,TUR,20260830,63
23,7,ISL,20260830,63
23,8,RUS,20260830,63
23,9,FIN,20260830,63
23,10,LKA,20260830,63
23,11,KOR,20260830,63
23,12,ZMB,20260830,63
23,13,LKA,20260830,63
23,14,FRA,20260830,63
23,15,BRA,20260830,63
23,16,NAM,20260830,63
23,17,KOR,20260830,63
23,18,CIV,20260830,63
23,19,POL,20260830,63
23,20,CHN,20260830,63
23,21,NAM,20260830,63
23,22,TUR,20260830,63
23,23,NLD,20260830,63
23,24,MYS,20260830,63
23,25,GBR,20260830,63
23,26,CIV,20260830,63
23,27,ISR,20260830,63
23,28,SWE,20260830,63
23,29,AUS,20260830,63
23,30,NLD,20260830,63
23,31,IRL,20260830,63
23,32,POL,20260830,63
23,33,HKG,20260830,63
23,34,CAN,20260830,63
23,35,BGD,20260830,63
23,36,SGP,20260830,63
23,37,BEL,20260830,63
23,38,MYS,20260830,63
23,39,POL,20260830,63
23,40,ZMB,20260830,63
23,41,CHN,20260830,63
23,42,NLD,20260830,63
23,43,BGD,20260830,63
23,44,SGP,20260830,63
23,45,BGD,20260830,63
23,46,FIN,20260830,63
23,47,KEN,20260830,63
23,48,RUS,20260830,63
23,49,NGA,20260830,63
23,50,DNK,20260830,63
23,51,POL,20260830,63
23,52,SRB,20260830,63
23,53,HUN,20260830,63
23,54,PAK,20260830,63
23,55,MEX,20260830,63
23,56,SGP,20260830,63
23,57,ROU,20260830,63
23,58,BGD,20260830,63
23,59,NAM,20260830,63
23,60,FIN,20260830,63
23,61,NOR,20260830,63
23,62,NAM,20260830,63
23,63,TUR,20260830,63
24,1,LKA,20260830,63
24,2,JPN,20260830,63
24,3,MEX,20260830,63
24,4,ISL,20260830,63
24,5,SVN,20260830,63
24,6,HUN,20260830,63
24,7,NOR,20260830,63
24,8,PHL,20260830,63
24,9,CHN,20260830,63
24,10,COL,20260830,63
24,11,KOR,20260830,63
24,12,IND,20260830,63
24,13,TWN,20260830,63
24,14,DNK,20260830,63
24,15,HKG,20260830,63
24,16,KOR,20260830,63
24,17,MAR,20260830,63
24,18,GRC,20260830,63
24,19,FRA,20260830,63
24,20,RUS,20260830,63
24,21,MEX,20260830,63
24,22,PRT,20260830,63
24,23,NAM,20260830,63
24,24,SWE,20260830,63
24,25,PAK,20260830,63
24,26,LTU,20260830,63
24,27,SVN,20260830,63
24,28,RUS,20260830,63
24,29,TWN,20260830,63
24,30,LTU,20260830,63
24,31,TUR,20260830,63
24,32,MEX,20260830,63
24,33,IRL,20260830,63
24,34,CZE,20260830,63
24,35,CHL,20260830,63
24,36,POL,20260830,63
24,37,THA,20260830,63
24,38,CHE,20260830,63
24,39,SGP,20260830,63
24,40,IDN,20260830,63
24,41,IND,20260830,63
24,42,NZL,20260830,63
24,43,SRB,20260830,63
24,44,GRC,20260830,63
24,45,CZE,20260830,63
24,46,MAR,20260830,63
24,47,FRA,20260830,63
24,48,NAM,20260830,63
24,49,CHL,20260830,63
24,50,IND,20260830,63
24,51,BRA,20260830,63
24,52,VNM,20260830,63
24,53,VNM,20260830,63
24,54,CAN,20260830,63
24,55,IRL,20260830,63
24,56,RUS,20260830,63
24,57,CHN,20260830,63
24,58,FIN,20260830,63
24,59,GBR,20260830,63
24,60,THA,20260830,63
24,61,SVK,20260830,63
24,62,ISL,20260830,63
24,63,NAM,20260830,63
25,1,NAM,20260830,63
25,2,ISR,20260830,63
25,3,LTU,20260830,63
25,4,PRT,20260830,63
25,5,IRL,20260830,63
25,6,MAR,20260830,63
25,7,BRA,20260830,63
25,8,CHL,20260830,63
25,9,AUT,20260830,63
25,10,CAN,20260830,63
25,11,GBR,20260830,63
25,12,BRA,20260830,63
25,13,SGP,20260830,63
25,14,KOR,20260830,63
25,15,ISL,20260830,63
25,16,POL,20260830,63
25,17,CHN,20260830,63
25,18,NZL,20260830,63
25,19,HUN,20260830,63
25,20,LKA,20260830,63
25,21,SRB,20260830,63
25,22,UGA,20260830,63
25,23,HKG,20260830,63
25,24,EGY,20260830,63
25,25,IDN,20260830,63
25,26,THA,20260830,63
25,27,BGD,20260830,63
25,28,CHN,20260830,63
25,29,CHN,20260830,63
25,30,GBR,20260830,63
25,31,GRC,20260830,63
25,32,BGD,20260830,63
25,33,CHN,20260830,63
25,34,PHL,20260830,63
25,35,CHN,20260830,63
25,36,DEU,20260830,63
25,37,TWN,20260830,63
25,38,PHL,20260830,63
25,39,CIV,20260830,63
25,40,ROU,20260830,63
25,41,KOR,20260830,63
25,42,ITA,20260830,63
25,43,PHL,20260830,63
25,44,IRL,20260830,63
25,45,CHE,20260830,63
25,46,JPN,20260830,63
25,47,KAZ,20260830,63
25,48,ROU,20260830,63
25,49,KOR,20260830,63
25,50,GBR,20260830,63
25,51,NOR,20260830,63
25,52,HKG,20260830,63
25,53,TUR,20260830,63
25,54,MEX,20260830,63
25,55,POL,20260830,63
25,56,NZL,20260830,63
25,57,NOR,20260830,63
25,58,LKA,20260830,63
25,59,VNM,20260830,63
25,60,DEU,20260830,63
25,61,PAK,20260830,63
25,62,VNM,20260830,63
25,63,PRT,20260830,63
26,1,IDN,20260830,63
26,2,CHN,20260830,63
26,3,SRB,20260830,63
26,4,IRL,20260830,63
26,5,EGY,20260830,63
26,6,CHN,20260830,63
26,7,FRA,20260830,63
26,8,PRT,20260830,63
26,9,MAR,20260830,63
26,10,EGY,20260830,63
26,11,FRA,20260830,63
26,12,IRL,20260830,63
26,13,VNM,20260830,63
26,14,ITA,20260830,63
26,15,ROU,20260830,63
26,16,VNM,20260830,63
26,17,GRC,20260830,63
26,18,DNK,20260830,63
26,19,PAK,20260830,63
26,20,ZAF,20260830,63
26,21,DEU,20260830,63
26,22,DNK,20260830,63
26,23,ITA,20260830,63
26,24,GRC,20260830,63
26,25,HKG,20260830,63
26,26,SWE,20260830,63
26,27,MAR,20260830,63
26,28,ISR,20260830,63
26,29,MEX,20260830,63
26,30,ZMB,20260830,63
26,31,MUS,20260830,63
26,32,MAR,20260830,63
26,33,IND,20260830,63
26,34,PHL,20260830,63
26,35,COL,20260830,63
26,36,BGD,20260830,63
26,37,GBR,20260830,63
26,38,NAM,20260830,63
26,39,BEL,20260830,63
26,40,ZMB,20260830,63
26,41,ISR,20260830,63
26,42,VNM,20260830,63
26,43,COL,20260830,63
26,44,EGY,20260830,63
26,45,USA,20260830,63
26,46,BEL,20260830,63
26,47,FIN,20260830,63
26,48,BRA,20260830,63
26,49,MUS,20260830,63
26,50,BGD,20260830,63
26,51,DEU,20260830,63
26,52,NLD,20260830,63
26,53,GBR,20260830,63
26,54,BRA,20260830,63
26,55,PAK,20260830,63
26,56,ZAF,20260830,63
26,57,THA,20260830,63
26,58,COL,20260830,63
26,59,SWE,20260830,63
26,60,GBR,20260830,63
26,61,CZE,20260830,63
26,62,SGP,20260830,63
26,63,TUR,20260830,63
27,1,SVK,20260830,63
27,2,DEU,20260830,63
27,3,LKA,20260830,63
27,4,ISL,20260830,63
27,5,IDN,20260830,63
27,6,MUS,20260830,63
27,7,ISR,20260830,63
27,8,KOR,20260830,63
27,9,UGA,20260830,63
27,10,BEL,20260830,63
27,11,PHL,20260830,63
27,12,TWN,20260830,63
27,13,NLD,20260830,63
27,14,BGD,20260830,63
27,15,CZE,20260830,63
27,16,NZL,20260830,63
27,17,EGY,20260830,63
27,18,TWN,20260830,63
27,19,NGA,20260830,63
27,20,BRA,20260830,63
27,21,ISR,20260830,63
27,22,USA,20260830,63
27,23,NAM,20260830,63
27,24,FRA,20260830,63
27,25,THA,20260830,63
27,26,PRT,20260830,63
27,27,BGD,20260830,63
27,28,NAM,20260830,63
27,29,THA,20260830,63
27,30,PHL,20260830,63
27,31,CHL,20260830,63
27,32,DEU,20260830,63
27,33,COL,20260830,63
27,34,ZAF,20260830,63
27,35,COL,20260830,63
27,36,ITA,20260830,63
27,37,THA,20260830,63
27,38,ZMB,20260830,63
27,39,AUT,20260830,63
27,40,ITA,20260830,63
27,41,DEU,20260830,63
27,42,TWN,20260830,63
27,43,PAK,20260830,63
27,44,IRL,20260830,63
27,45,FIN,20260830,63
27,46,KAZ,20260830,63
27,47,CHE,20260830,63
27,48,PAK,20260830,63
27,49,DEU,20260830,63
27,50,NOR,20260830,63
27,51,BGD,20260830,63
27,52,ESP,20260830,63
27,53,AUS,20260830,63
27,54,FIN,20260830,63
27,55,ZMB,20260830,63
27,56,KOR,20260830,63
27,57,HRV,20260830,63
27,58,ITA,20260830,63
27,59,COL,20260830,63
27,60,CAN,20260830,63
27,61,NOR,20260830,63
27,62,ZMB,20260830,63
27,63,AUS,20260830,63
28,1,KOR,20260830,63
28,2,COL,20260830,63
28,3,DNK,20260830,63
28,4,BEL,20260830,63
28,5,JPN,20260830,63
28,6,CZE,20260830,63
28,7,AUS,20260830,63
28,8,ITA,20260830,63
28,9,AUS,20260830,63
28,10,SVK,20260830,63
28,11,SVN,20260830,63
28,12,UGA,20260830,63
28,13,USA,20260830,63
28,14,LTU,20260830,63
28,15,PRT,20260830,63
28,16,GBR,20260830,63
28,17,THA,20260830,63
28,18,SWE,20260830,63
28,19,TUR,20260830,63
28,20,EGY,20260830,63
28,21,ESP,20260830,63
28,22,UGA,20260830,63
28,23,HUN,20260830,63
28,24,POL,20260830,63
28,25,NZL,20260830,63
28,26,KEN,20260830,63
28,27,ROU,20260830,63
28,28,SWE,20260830,63
28,29,SVN,20260830,63
28,30,ISR,20260830,63
28,31,ESP,20260830,63
28,32,IRL,20260830,63
28,33,SWE,20260830,63
28,34,CHE,20260830,63
28,35,SVN,20260830,63
28,36,THA,20260830,63
28,37,NAM,20260830,63
28,38,ITA,20260830,63
28,39,NLD,20260830,63
28,40,BEL,20260830,63
28,41,ITA,20260830,63
28,42,AUT,20260830,63
28,43,POL,20260830,63
28,44,COL,20260830,63
28,45,MYS,20260830,63
28,46,ROU,20260830,63
28,47,HKG,20260830,63
28,48,MUS,20260830,63
28,49,USA,20260830,63
28,50,PRT,20260830,63
28,51,ITA,20260830,63
28,52,USA,20260830,63
28,53,NZL,20260830,63
28,54,FRA,20260830,63
28,55,GRC,20260830,63
28,56,ESP,20260830,63
28,57,GBR,20260830,63
28,58,MEX,20260830,63
28,59,AUT,20260830,63
28,60,ROU,20260830,63
28,61,CIV,20260830,63
28,62,RUS,20260830,63
28,63,SGP,20260830,63
29,1,SVN,20260830,63
29,2,SRB,20260830,63
29,3,NLD,20260830,63
29,4,CAN,20260830,63
29,5,JPN,20260830,63
29,6,ROU,20260830,63
29,7,BRA,20260830,63
29,8,KAZ,20260830,63
29,9,MUS,20260830,63
29,10,LKA,20260830,63
29,11,NGA,20260830,63
29,12,PRT,20260830,63
29,13,ESP,20260830,63
29,14,TUR,20260830,63
29,15,BRA,20260830,63
29,16,MEX,20260830,63
29,17,USA,20260830,63
29,18,FRA,20260830,63
29,19,HRV,20260830,63
29,20,CZE,20260830,63
29,21,DEU,20260830,63
29,22,LTU,20260830,63
29,23,PRT,20260830,63
29,24,IDN,20260830,63
29,25,LKA,20260830,63
29,26,EGY,20260830,63
29,27,NOR,20260830,63
29,28,NAM,20260830,63
29,29,DEU,20260830,63
29,30,PAK,20260830,63
29,31,AUS,20260830,63
29,32,MYS,20260830,63
29,33,AUT,20260830,63
29,34,NAM,20260830,63
29,35,FIN,20260830,63
29,36,PRT,20260830,63
29,37,SVK,20260830,63
29,38,NLD,20260830,63
29,39,SVK,20260830,63
29,40,POL,20260830,63
29,41,CZE,20260830,63
29,42,CIV,20260830,63
29,43,CHN,20260830,63
29,44,EGY,20260830,63
29,45,ZMB,20260830,63
29,46,VNM,20260830,63
29,47,BGD,20260830,63
29,48,PRT,20260830,63
29,49,CHL,20260830,63
29,50,CZE,20260830,63
29,51,KAZ,20260830,63
29,52,KOR,20260830,63
29,53,IRL,20260830,63
29,54,KOR,20260830,63
29,55,TWN,20260830,63
29,56,NLD,20260830,63
29,57,MUS,20260830,63
29,58,GRC,20260830,63
29,59,LTU,20260830,63
29,60,TWN,20260830,63
29,61,HUN,20260830,63
29,62,MUS,20260830,63
29,63,SVN,20260830,63
30,1,GRC,20260830,63
30,2,BRA,20260830,63
30,3,CHN,20260830,63
30,4,ESP,20260830,63
30,5,PRT,20260830,63
30,6,NGA,20260830,63
30,7,ZAF,20260830,63
30,8,HKG,20260830,63
30,9,POL,20260830,63
30,10,FRA,20260830,63
30,11,AUT,20260830,63
30,12,EGY,20260830,63
30,13,PRT,20260830,63
30,14,ISR,20260830,63
30,15,EGY,20260830,63
30,16,ISR,20260830,63
30,17,FRA,20260830,63
30,18,NZL,20260830,63
30,19,ZMB,20260830,63
30,20,IRL,20260830,63
30,21,GBR,20260830,63
30,22,NGA,20260830,63
30,23,HKG,20260830,63
30,24,PRT,20260830,63
30,25,ITA,20260830,63
30,26,ZAF,20260830,63
30,27,MYS,20260830,63
30,28,ZAF,20260830,63
30,29,EGY,20260830,63
30,30,IRL,20260830,63
30,31,MEX,20260830,63
30,32,SRB,20260830,63
30,33,CHE,20260830,63
30,34,JPN,20260830,63
30,35,LKA,20260830,63
30,36,AUT,20260830,63
30,37,KOR,20260830,63
30,38,BGD,20260830,63
30,39,AUS,20260830,63
30,40,IDN,20260830,63
30,41,AUT,20260830,63
30,42,CHN,20260830,63
30,43,ROU,20260830,63
30,44,JPN,20260830,63
30,45,DNK,20260830,63
30,46,UGA,20260830,63
30,47,CIV,20260830,63
30,48,THA,20260830,63
30,49,KEN,20260830,63
30,50,CHN,20260830,63
30,51,NGA,20260830,63
30,52,IND,20260830,63
30,53,COL,20260830,63
30,54,UGA,20260830,63
30,55,TUR,20260830,63
30,56,GRC,20260830,63
30,57,IRL,20260830,63
30,58,ISR,20260830,63
30,59,FIN,20260830,63
30,60,ISR,20260830,63
30,61,DEU,20260830,63
30,62,CIV,20260830,63
30,63,SRB,20260830,63
